token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,x,WOEValue,token_length,WOEAbs,flg_singleLabel,WOERanks,lengthRanks
overdyke,1,1,0.0,1.0,0.0,0,0,0,15074,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
naero,1,1,1.0,0.0,1.0,0,0,0,15075,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
430631,1,1,0.0,1.0,0.0,0,0,0,15076,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
ucm,1,1,0.0,1.0,0.0,0,0,0,15077,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
joao,1,1,0.0,1.0,0.0,0,0,0,15078,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
parochial,1,1,1.0,0.0,1.0,0,0,0,15079,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
byproducts,1,1,1.0,0.0,1.0,0,0,0,15080,139,716,0.007194244604316547,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
sidebars,1,1,0.0,1.0,0.0,0,0,0,15081,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
exopsure,1,1,0.0,1.0,0.0,0,0,0,15082,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
wrinkles,1,1,1.0,0.0,1.0,0,0,0,15083,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
conferring,1,1,0.0,1.0,0.0,0,0,0,15084,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
jaschke,1,1,0.0,1.0,0.0,0,0,0,15085,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
giveaway,1,1,1.0,0.0,1.0,0,0,0,15086,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
avt,1,1,0.0,1.0,0.0,0,0,0,15087,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
glitches,1,1,0.0,1.0,0.0,0,0,0,15088,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
9356,1,1,1.0,0.0,1.0,0,0,0,15089,139,716,0.007194244604316547,0.0,Infinity,Infinity,4.0,Infinity,1,7.0,3.0
raucious,1,1,0.0,1.0,0.0,0,0,0,15090,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
jhamrin,1,1,0.0,1.0,0.0,0,0,0,15091,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
bfm,1,1,0.0,1.0,0.0,0,0,0,15092,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
tribunal,1,1,0.0,1.0,0.0,0,0,0,15093,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
emediamillworks,1,1,1.0,0.0,1.0,0,0,0,15094,139,716,0.007194244604316547,0.0,Infinity,Infinity,15.0,Infinity,1,7.0,4.0
gourd,1,1,0.0,1.0,0.0,0,0,0,15095,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
bullshit,1,1,0.0,1.0,0.0,0,0,0,15096,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
kjellund,1,1,0.0,1.0,0.0,0,0,0,15097,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
loudly,1,1,1.0,0.0,1.0,0,0,0,15098,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
mulligan,1,1,0.0,1.0,0.0,0,0,0,15099,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
bin,1,1,0.0,1.0,0.0,0,0,0,15100,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
shielding,1,1,1.0,0.0,1.0,0,0,0,15101,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
squitieri,1,1,0.0,1.0,0.0,0,0,0,15102,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
resumed,1,1,0.0,1.0,0.0,0,0,0,15103,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
ammunition,1,1,0.0,1.0,0.0,0,0,0,15104,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
hotcoco,1,1,1.0,0.0,1.0,0,0,0,15105,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
puzio,1,1,1.0,0.0,1.0,0,0,0,15106,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
425,1,1,0.0,1.0,0.0,0,0,0,15107,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
residual,1,1,1.0,0.0,1.0,0,0,0,15108,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
nicor,1,1,1.0,0.0,1.0,0,0,0,15109,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
routings,1,1,0.0,1.0,0.0,0,0,0,15110,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
meted,1,1,0.0,1.0,0.0,0,0,0,15111,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
striking,1,1,0.0,1.0,0.0,0,0,0,15112,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
thanksgiving,1,1,0.0,1.0,0.0,0,0,0,15113,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
cgoligoski,1,1,0.0,1.0,0.0,0,0,0,15114,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
poverty,1,1,1.0,0.0,1.0,0,0,0,15115,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
counsellors,1,1,0.0,1.0,0.0,0,0,0,15116,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,11.0,Infinity,1,0.0,4.0
sorted,1,1,0.0,1.0,0.0,0,0,0,15117,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
prevents,1,1,0.0,1.0,0.0,0,0,0,15118,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
gardner,1,1,0.0,1.0,0.0,0,0,0,15119,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
jtconrad,1,1,0.0,1.0,0.0,0,0,0,15120,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
herzberg,1,1,1.0,0.0,1.0,0,0,0,15121,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
533,1,1,0.0,1.0,0.0,0,0,0,15122,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
scoyk,1,1,0.0,1.0,0.0,0,0,0,15123,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
blackie,1,1,1.0,0.0,1.0,0,0,0,15124,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
shortfall,1,1,1.0,0.0,1.0,0,0,0,15125,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
undercollected,1,1,1.0,0.0,1.0,0,0,0,15126,139,716,0.007194244604316547,0.0,Infinity,Infinity,14.0,Infinity,1,7.0,4.0
chilpancingo,1,1,1.0,0.0,1.0,0,0,0,15127,139,716,0.007194244604316547,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
schorbabin,1,1,0.0,1.0,0.0,0,0,0,15128,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
plodding,1,1,1.0,0.0,1.0,0,0,0,15129,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
demonized,1,1,1.0,0.0,1.0,0,0,0,15130,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
kthakore,1,1,0.0,1.0,0.0,0,0,0,15131,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
insiders,1,1,1.0,0.0,1.0,0,0,0,15132,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
goin,1,1,0.0,1.0,0.0,0,0,0,15133,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
cope,1,1,0.0,1.0,0.0,0,0,0,15134,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
vepco,1,1,0.0,1.0,0.0,0,0,0,15135,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
246517,1,1,0.0,1.0,0.0,0,0,0,15136,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
40btu,1,1,0.0,1.0,0.0,0,0,0,15137,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
jtacher,1,1,0.0,1.0,0.0,0,0,0,15138,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
illustrated,1,1,1.0,0.0,1.0,0,0,0,15139,139,716,0.007194244604316547,0.0,Infinity,Infinity,11.0,Infinity,1,7.0,4.0
discouraging,1,1,1.0,0.0,1.0,0,0,0,15140,139,716,0.007194244604316547,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
quantify,1,1,1.0,0.0,1.0,0,0,0,15141,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
99201,1,1,0.0,1.0,0.0,0,0,0,15142,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
perception,1,1,1.0,0.0,1.0,0,0,0,15143,139,716,0.007194244604316547,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
saddle,1,1,1.0,0.0,1.0,0,0,0,15144,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
honour,1,1,1.0,0.0,1.0,0,0,0,15145,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
isais,1,1,1.0,0.0,1.0,0,0,0,15146,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
7e7d6600,1,1,1.0,0.0,1.0,0,0,0,15147,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
necessity,1,1,1.0,0.0,1.0,0,0,0,15148,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
11410,1,1,0.0,1.0,0.0,0,0,0,15149,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
libraries,1,1,1.0,0.0,1.0,0,0,0,15150,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
tbischak,1,1,0.0,1.0,0.0,0,0,0,15151,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
1ac,1,1,0.0,1.0,0.0,0,0,0,15152,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
foothillservices,1,1,0.0,1.0,0.0,0,0,0,15153,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,16.0,Infinity,1,0.0,4.0
pacifier,1,1,1.0,0.0,1.0,0,0,0,15154,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
conspirators,1,1,1.0,0.0,1.0,0,0,0,15155,139,716,0.007194244604316547,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
straighten,1,1,0.0,1.0,0.0,0,0,0,15156,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
nuggets,1,1,0.0,1.0,0.0,0,0,0,15157,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
995,1,1,0.0,1.0,0.0,0,0,0,15158,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
tarp,1,1,0.0,1.0,0.0,0,0,0,15159,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
acosta,1,1,0.0,1.0,0.0,0,0,0,15160,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
rmj4,1,1,0.0,1.0,0.0,0,0,0,15161,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
grids,1,1,0.0,1.0,0.0,0,0,0,15162,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
2500mw,1,1,0.0,1.0,0.0,0,0,0,15163,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
gephardt,1,1,0.0,1.0,0.0,0,0,0,15164,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
cookoff,1,1,0.0,1.0,0.0,0,0,0,15165,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
lbcrisp,1,1,0.0,1.0,0.0,0,0,0,15166,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
statutes,1,1,1.0,0.0,1.0,0,0,0,15167,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
unmortgaged,1,1,1.0,0.0,1.0,0,0,0,15168,139,716,0.007194244604316547,0.0,Infinity,Infinity,11.0,Infinity,1,7.0,4.0
sync,1,1,1.0,0.0,1.0,0,0,0,15169,139,716,0.007194244604316547,0.0,Infinity,Infinity,4.0,Infinity,1,7.0,3.0
sunrise,1,1,0.0,1.0,0.0,0,0,0,15170,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
overhose,1,1,0.0,1.0,0.0,0,0,0,15171,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
horribly,1,1,1.0,0.0,1.0,0,0,0,15172,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
clpearce,1,1,0.0,1.0,0.0,0,0,0,15173,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
sabo,1,1,0.0,1.0,0.0,0,0,0,15174,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
terilyn,1,1,1.0,0.0,1.0,0,0,0,15175,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
westpac,1,1,0.0,1.0,0.0,0,0,0,15176,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
sinister,1,1,0.0,1.0,0.0,0,0,0,15177,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
hazards,1,1,1.0,0.0,1.0,0,0,0,15178,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
carmella,1,1,0.0,1.0,0.0,0,0,0,15179,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
shiver,1,1,1.0,0.0,1.0,0,0,0,15180,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
mjaske,1,1,0.0,1.0,0.0,0,0,0,15181,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
270mw,1,1,0.0,1.0,0.0,0,0,0,15182,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
1741,1,1,0.0,1.0,0.0,0,0,0,15183,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
jofus,1,1,0.0,1.0,0.0,0,0,0,15184,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
moncrieff,1,1,0.0,1.0,0.0,0,0,0,15185,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
timt1972,1,1,0.0,1.0,0.0,0,0,0,15186,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
hte,1,1,0.0,1.0,0.0,0,0,0,15187,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
perched,1,1,0.0,1.0,0.0,0,0,0,15188,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
wringing,1,1,1.0,0.0,1.0,0,0,0,15189,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
vcast,1,1,1.0,0.0,1.0,0,0,0,15190,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
jennie,1,1,0.0,1.0,0.0,0,0,0,15191,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
interuptable,1,1,0.0,1.0,0.0,0,0,0,15192,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
analytic,1,1,0.0,1.0,0.0,0,0,0,15193,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
disband,1,1,1.0,0.0,1.0,0,0,0,15194,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
successes,1,1,0.0,1.0,0.0,0,0,0,15195,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
rsflood,1,1,0.0,1.0,0.0,0,0,0,15196,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
famed,1,1,1.0,0.0,1.0,0,0,0,15197,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
brendano,1,1,0.0,1.0,0.0,0,0,0,15198,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
committment,1,1,0.0,1.0,0.0,0,0,0,15199,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,11.0,Infinity,1,0.0,4.0
kn,1,1,0.0,1.0,0.0,0,0,0,15200,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,2.0,Infinity,1,0.0,2.0
gatarek,1,1,1.0,0.0,1.0,0,0,0,15201,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
northwestern,1,1,1.0,0.0,1.0,0,0,0,15202,139,716,0.007194244604316547,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
nc9942,1,1,0.0,1.0,0.0,0,0,0,15203,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
palmon,1,1,1.0,0.0,1.0,0,0,0,15204,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
marcello,1,1,0.0,1.0,0.0,0,0,0,15205,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
7484,1,1,0.0,1.0,0.0,0,0,0,15206,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
recruiter,1,1,0.0,1.0,0.0,0,0,0,15207,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
klenner,1,1,0.0,1.0,0.0,0,0,0,15208,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
gim,1,1,0.0,1.0,0.0,0,0,0,15209,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
anomalous,1,1,1.0,0.0,1.0,0,0,0,15210,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
20814,1,1,0.0,1.0,0.0,0,0,0,15211,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
portraying,1,1,0.0,1.0,0.0,0,0,0,15212,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
wbrown,1,1,1.0,0.0,1.0,0,0,0,15213,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
lorie,1,1,0.0,1.0,0.0,0,0,0,15214,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
pramod,1,1,0.0,1.0,0.0,0,0,0,15215,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
vrm,1,1,0.0,1.0,0.0,0,0,0,15216,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
dmark,1,1,0.0,1.0,0.0,0,0,0,15217,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
phillipe,1,1,0.0,1.0,0.0,0,0,0,15218,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
adherence,1,1,1.0,0.0,1.0,0,0,0,15219,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
hydroelectricity,1,1,0.0,1.0,0.0,0,0,0,15220,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,16.0,Infinity,1,0.0,4.0
casual,1,1,0.0,1.0,0.0,0,0,0,15221,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
quo,1,1,1.0,0.0,1.0,0,0,0,15222,139,716,0.007194244604316547,0.0,Infinity,Infinity,3.0,Infinity,1,7.0,2.0
ragayle,1,1,0.0,1.0,0.0,0,0,0,15223,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
coombe,1,1,0.0,1.0,0.0,0,0,0,15224,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
burgher,1,1,1.0,0.0,1.0,0,0,0,15225,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
spier,1,1,1.0,0.0,1.0,0,0,0,15226,139,716,0.007194244604316547,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
virendra,1,1,0.0,1.0,0.0,0,0,0,15227,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
readings,1,1,1.0,0.0,1.0,0,0,0,15228,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
preferential,1,1,1.0,0.0,1.0,0,0,0,15229,139,716,0.007194244604316547,0.0,Infinity,Infinity,12.0,Infinity,1,7.0,4.0
precedes,1,1,0.0,1.0,0.0,0,0,0,15230,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
cite,1,1,0.0,1.0,0.0,0,0,0,15231,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
jrs,1,1,0.0,1.0,0.0,0,0,0,15232,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
beautiful,1,1,0.0,1.0,0.0,0,0,0,15233,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
rome,1,1,0.0,1.0,0.0,0,0,0,15234,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
ipos,1,1,0.0,1.0,0.0,0,0,0,15235,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
canvass,1,1,1.0,0.0,1.0,0,0,0,15236,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
pxresponse2,1,1,0.0,1.0,0.0,0,0,0,15237,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,11.0,Infinity,1,0.0,4.0
6399,1,1,0.0,1.0,0.0,0,0,0,15238,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
845,1,1,1.0,0.0,1.0,0,0,0,15239,139,716,0.007194244604316547,0.0,Infinity,Infinity,3.0,Infinity,1,7.0,2.0
paragraphs,1,1,0.0,1.0,0.0,0,0,0,15240,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
arbiter,1,1,1.0,0.0,1.0,0,0,0,15241,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
mukesh,1,1,0.0,1.0,0.0,0,0,0,15242,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
haircuts,1,1,1.0,0.0,1.0,0,0,0,15243,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
otis,1,1,0.0,1.0,0.0,0,0,0,15244,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
europes,1,1,0.0,1.0,0.0,0,0,0,15245,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
tuljapurkar,1,1,0.0,1.0,0.0,0,0,0,15246,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,11.0,Infinity,1,0.0,4.0
davidbarbour,1,1,0.0,1.0,0.0,0,0,0,15247,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
veggie,1,1,1.0,0.0,1.0,0,0,0,15248,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
stokley,1,1,1.0,0.0,1.0,0,0,0,15249,139,716,0.007194244604316547,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
routed,1,1,0.0,1.0,0.0,0,0,0,15250,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
mhenry,1,1,1.0,0.0,1.0,0,0,0,15251,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
airsheds,1,1,0.0,1.0,0.0,0,0,0,15252,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
